id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:precursor_mz,spectral_db_matches:cosine_score,spectral_db_matches:n_matching_signals,spectral_db_matches:ccs,datafile:NEG_NIST_2.mzML:area,datafile:NEG_NIST_2.mzML:rt,datafile:NEG_NIST_2.mzML:mz_range:min,datafile:NEG_NIST_2.mzML:mz_range:max,datafile:NEG_NIST_2.mzML:fragment_scans,datafile:NEG_NIST_2.mzML:fwhm,datafile:NEG_NIST_2.mzML:rt_range:min,datafile:NEG_NIST_2.mzML:rt_range:max,datafile:NEG_NIST_2.mzML:feature_state,datafile:NEG_NIST_2.mzML:mz,datafile:NEG_NIST_2.mzML:intensity_range:min,datafile:NEG_NIST_2.mzML:intensity_range:max,datafile:NEG_NIST_2.mzML:asymmetry_factor,datafile:NEG_NIST_2.mzML:tailing_factor,datafile:NEG_NIST_2.mzML:height,datafile:NEG_NIST_2.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_0.mzML:area,datafile:NEG_NIST_0.mzML:rt,datafile:NEG_NIST_0.mzML:mz_range:min,datafile:NEG_NIST_0.mzML:mz_range:max,datafile:NEG_NIST_0.mzML:fragment_scans,datafile:NEG_NIST_0.mzML:fwhm,datafile:NEG_NIST_0.mzML:rt_range:min,datafile:NEG_NIST_0.mzML:rt_range:max,datafile:NEG_NIST_0.mzML:feature_state,datafile:NEG_NIST_0.mzML:mz,datafile:NEG_NIST_0.mzML:intensity_range:min,datafile:NEG_NIST_0.mzML:intensity_range:max,datafile:NEG_NIST_0.mzML:asymmetry_factor,datafile:NEG_NIST_0.mzML:tailing_factor,datafile:NEG_NIST_0.mzML:height,datafile:NEG_NIST_0.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_3.mzML:area,datafile:NEG_NIST_3.mzML:rt,datafile:NEG_NIST_3.mzML:mz_range:min,datafile:NEG_NIST_3.mzML:mz_range:max,datafile:NEG_NIST_3.mzML:fragment_scans,datafile:NEG_NIST_3.mzML:fwhm,datafile:NEG_NIST_3.mzML:rt_range:min,datafile:NEG_NIST_3.mzML:rt_range:max,datafile:NEG_NIST_3.mzML:feature_state,datafile:NEG_NIST_3.mzML:mz,datafile:NEG_NIST_3.mzML:intensity_range:min,datafile:NEG_NIST_3.mzML:intensity_range:max,datafile:NEG_NIST_3.mzML:asymmetry_factor,datafile:NEG_NIST_3.mzML:tailing_factor,datafile:NEG_NIST_3.mzML:height,datafile:NEG_NIST_3.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_1.mzML:area,datafile:NEG_NIST_1.mzML:rt,datafile:NEG_NIST_1.mzML:mz_range:min,datafile:NEG_NIST_1.mzML:mz_range:max,datafile:NEG_NIST_1.mzML:fragment_scans,datafile:NEG_NIST_1.mzML:fwhm,datafile:NEG_NIST_1.mzML:rt_range:min,datafile:NEG_NIST_1.mzML:rt_range:max,datafile:NEG_NIST_1.mzML:feature_state,datafile:NEG_NIST_1.mzML:mz,datafile:NEG_NIST_1.mzML:intensity_range:min,datafile:NEG_NIST_1.mzML:intensity_range:max,datafile:NEG_NIST_1.mzML:asymmetry_factor,datafile:NEG_NIST_1.mzML:tailing_factor,datafile:NEG_NIST_1.mzML:height,datafile:NEG_NIST_1.mzML:rt_ms2_apex_distance
45,0.91,0.889,1.035,208.9296,208.92946,208.92996,3.15E+04,2.07E+03,6.63E+03,3.15E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.07E+03,0.91,208.92946,208.92996,,0.018,0.889,1.035,DETECTED,208.9296,6.63E+03,3.15E+04,6.051,3.526,3.15E+04,
46,0.91,0.876,1.025,274.89582,274.89542,274.89645,5.03E+04,2.81E+03,6.13E+03,5.03E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.81E+03,0.91,274.89542,274.89645,,0.858,0.876,1.025,DETECTED,274.89582,6.13E+03,5.03E+04,2.175,2.206,5.03E+04,
47,0.918,0.908,0.965,215.87632,215.87608,215.8768,3.20E+04,1.17E+03,6.04E+03,3.20E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.17E+03,0.918,215.87608,215.8768,,0.025,0.908,0.965,DETECTED,215.87632,6.04E+03,3.20E+04,4.939,2.969,3.20E+04,,,,,,,,,,UNKNOWN,,,,,,,
48,0.921,0.653,1.041,238.91279,238.91266,238.91304,1.14E+05,1.39E+04,1.50E+04,1.14E+05,3,0.75,3,0,0.97,0.18,0.00004,0.003,,,,,,,,,,1.39E+04,0.919,238.91261,238.91319,1,0.052,0.653,1.041,DETECTED,238.91286,1.91E+04,1.12E+05,0.551,0.728,1.12E+05,0.025,,,,,,,,,UNKNOWN,,,,,,,,7.09E+03,0.918,238.91266,238.91304,1,0.048,0.834,0.977,DETECTED,238.91277,2.06E+04,1.14E+05,2.632,0.852,1.14E+05,0.046,7.49E+03,0.926,238.9124,238.91299,1,0.049,0.767,0.98,DETECTED,238.91275,1.50E+04,9.17E+04,1.066,0.671,9.17E+04,0.174
49,0.921,0.911,0.966,267.84793,267.84781,267.84842,6.98E+04,2.49E+03,1.14E+04,6.98E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.49E+03,0.921,267.84781,267.84842,,0.038,0.911,0.966,DETECTED,267.84793,1.14E+04,6.98E+04,4.598,2.799,6.98E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
50,0.923,0.91,0.953,258.81866,258.81866,258.81921,2.02E+05,5.81E+03,7.15E+03,2.02E+05,1,0.5,2,0,0.92,0.51,0.00013,0.002,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.81E+03,0.921,258.81866,258.81921,1,0.13,0.911,0.953,DETECTED,258.81879,7.15E+03,2.02E+05,3.223,2.111,2.02E+05,0.031,,,,,,,,,UNKNOWN,,,,,,,,3.27E+03,0.926,258.81842,258.81873,,0.032,0.91,0.941,DETECTED,258.81853,8.00E+03,1.60E+05,1,1,1.60E+05,
51,0.926,0.767,1.079,303.8985,303.89822,303.89926,8.75E+04,1.18E+04,9.76E+03,8.75E+04,1,0.75,3,0,0.97,0.05,0.00001,0.01,,,,,,,,,,5.22E+03,0.919,303.89813,303.89886,,0.068,0.883,1.079,DETECTED,303.89848,1.19E+04,4.84E+04,4.404,2.702,4.84E+04,,,,,,,,,,UNKNOWN,,,,,,,,3.48E+03,0.918,303.89822,303.89926,,0.112,0.859,0.986,DETECTED,303.89851,9.76E+03,4.80E+04,1.163,1.082,4.80E+04,,1.18E+04,0.941,303.89828,303.89874,1,0.102,0.767,1.009,DETECTED,303.89851,2.42E+04,8.75E+04,0.388,0.694,8.75E+04,-0.019
52,0.928,0.91,0.97,315.83323,315.83304,315.83383,8.98E+04,3.00E+03,5.31E+03,8.98E+04,0,0.75,3,0,0.91,0.49,0.00015,0.006,,,,,,,,,,1.98E+03,0.937,315.83307,315.83438,,0.072,0.912,0.969,DETECTED,315.83341,7.79E+03,4.95E+04,1.223,1.111,4.95E+04,,3.00E+03,0.921,315.83304,315.83383,,0.036,0.911,0.966,DETECTED,315.83329,8.18E+03,8.98E+04,4.598,2.799,8.98E+04,,,,,,,,,,UNKNOWN,,,,,,,,2.40E+03,0.926,315.83273,315.83365,,0.047,0.91,0.97,DETECTED,315.833,5.31E+03,7.40E+04,2.097,1.918,7.40E+04,
53,0.931,0.91,0.97,265.85074,265.85065,265.85132,1.09E+05,4.21E+03,5.71E+03,1.09E+05,0,0.5,2,0,0.94,0.32,0.00008,0.006,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.21E+03,0.937,265.85065,265.85132,,0.106,0.911,0.966,DETECTED,265.85083,1.80E+04,1.09E+05,1.145,1.073,1.09E+05,,,,,,,,,,UNKNOWN,,,,,,,,1.52E+03,0.926,265.85046,265.85095,,0.05,0.91,0.97,DETECTED,265.85066,5.71E+03,4.81E+04,2.836,1.918,4.81E+04,
54,0.931,0.822,1.046,242.90567,242.90538,242.90588,4.91E+04,3.60E+03,5.79E+03,4.91E+04,0,0.5,2,0,0.91,0.24,0.00006,0.022,,,,,,,,,,1.80E+03,0.953,242.90558,242.90614,,0.026,0.883,0.978,DETECTED,242.90573,6.18E+03,4.03E+04,0.361,0.679,4.03E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.60E+03,0.91,242.90538,242.90588,,0.022,0.822,1.046,DETECTED,242.90561,5.79E+03,4.91E+04,1.61,1.28,4.91E+04,
55,0.931,0.899,0.986,213.87948,213.87914,213.87997,7.20E+04,3.06E+03,7.29E+03,7.20E+04,0,0.75,3,0,0.94,0.24,0.00005,0.008,,,,,,,,,,2.87E+03,0.919,213.87924,213.88004,,0.032,0.912,0.986,DETECTED,213.87955,7.29E+03,7.04E+04,7.535,4.755,7.04E+04,,,,,,,,,,UNKNOWN,,,,,,,,2.88E+03,0.934,213.87914,213.87997,,0.045,0.899,0.977,DETECTED,213.87947,7.55E+03,6.87E+04,0.934,1.114,6.87E+04,,3.06E+03,0.941,213.87897,213.87997,,0.054,0.902,0.957,DETECTED,213.87941,8.93E+03,7.20E+04,0.396,0.698,7.20E+04,
56,0.932,0.91,0.966,205.83959,205.83957,205.83983,4.55E+05,1.41E+04,9.48E+03,4.55E+05,1,0.75,3,0,0.96,0.22,0.00004,0.004,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.41E+04,0.937,205.83957,205.83983,1,0.061,0.911,0.966,DETECTED,205.83966,1.64E+04,4.55E+05,1.145,1.073,4.55E+05,-0.005,1.70E+03,0.934,205.83949,205.83965,,0.032,0.918,0.95,DETECTED,205.83959,2.03E+04,7.78E+04,1.002,1.001,7.78E+04,,3.78E+03,0.926,205.83943,205.83968,,0.033,0.91,0.957,DETECTED,205.83953,9.48E+03,1.46E+05,1.981,1.491,1.46E+05,
57,0.932,0.91,0.966,207.83663,207.83662,207.83688,4.24E+05,1.30E+04,1.71E+04,4.24E+05,1,0.75,3,0,0.95,0.23,0.00005,0.004,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.30E+04,0.937,207.83662,207.83688,1,0.058,0.911,0.966,DETECTED,207.8367,1.85E+04,4.24E+05,1.145,1.073,4.24E+05,-0.001,1.82E+03,0.934,207.83653,207.83681,,0.032,0.918,0.95,DETECTED,207.83662,2.39E+04,8.08E+04,1.002,1.001,8.08E+04,,3.49E+03,0.926,207.83646,207.83691,,0.031,0.91,0.957,DETECTED,207.83657,1.71E+04,1.34E+05,1.981,1.491,1.34E+05,
58,0.932,0.83,1.054,201.85907,201.8589,201.85941,1.30E+05,9.17E+03,6.05E+03,1.30E+05,0,0.75,3,1,0.94,0.24,0.00005,0.01,,,,,,,,,,6.72E+03,0.937,201.85875,201.85936,,0.329,0.87,1.054,DETECTED,201.85914,7.54E+03,1.00E+05,3.307,1.328,1.00E+05,,,,,,,,,,UNKNOWN,,,,,,,,4.52E+03,0.918,201.8589,201.85941,,0.054,0.859,0.996,DETECTED,201.85904,6.05E+03,9.25E+04,1.187,1.92,9.25E+04,,9.17E+03,0.941,201.85883,201.85928,,0.098,0.83,1.009,DETECTED,201.85903,9.59E+03,1.30E+05,1.432,0.841,1.30E+05,
59,0.932,0.537,1.064,258.90063,258.90045,258.90076,1.03E+06,9.06E+04,4.96E+04,1.03E+06,10,0.75,3,0,0.95,0.19,0.00005,0.01,,,,,,,,,,7.40E+04,0.937,258.90051,258.90091,3,0.049,0.537,1.064,DETECTED,258.9007,4.96E+04,7.36E+05,0.331,0.655,7.36E+05,-0.11,,,,,,,,,UNKNOWN,,,,,,,,3.15E+04,0.918,258.90045,258.90076,3,0.046,0.869,0.996,DETECTED,258.90059,5.29E+04,5.91E+05,2.555,1.183,5.91E+05,-0.1,9.06E+04,0.941,258.90036,258.90082,4,0.063,0.598,1.054,DETECTED,258.9006,5.58E+04,1.03E+06,0.576,0.668,1.03E+06,-0.14
60,0.932,0.876,1.079,201.90613,201.90605,201.9063,1.71E+05,1.25E+04,1.65E+04,1.71E+05,3,0.75,3,2,0.95,0.25,0.00005,0.004,,,,,,,,,,1.25E+04,0.937,201.90596,201.90634,1,0.059,0.883,1.079,DETECTED,201.90617,1.74E+04,1.44E+05,3.003,1.812,1.44E+05,-0.019,,,,,,,,,UNKNOWN,,,,,,,,1.11E+04,0.934,201.90605,201.9063,1,0.059,0.899,1.072,DETECTED,201.90616,1.65E+04,1.34E+05,3.839,2.479,1.34E+05,-0.017,1.06E+04,0.926,201.90588,201.90628,1,0.059,0.876,0.996,DETECTED,201.90605,2.64E+04,1.71E+05,1.988,1.205,1.71E+05,0.03
61,0.933,0.91,0.966,221.84242,221.84232,221.84279,1.91E+05,5.75E+03,9.90E+03,1.91E+05,0,0.75,3,0,0.97,0.14,0.00003,0.005,,,,,,,,,,2.44E+03,0.937,221.84235,221.84262,,0.034,0.919,0.953,DETECTED,221.84243,1.42E+04,1.10E+05,0.889,0.945,1.10E+05,,5.75E+03,0.937,221.84232,221.84279,,0.056,0.911,0.966,DETECTED,221.84245,9.90E+03,1.91E+05,0.682,1.073,1.91E+05,,,,,,,,,,UNKNOWN,,,,,,,,3.99E+03,0.926,221.84221,221.8427,,0.038,0.91,0.957,DETECTED,221.84237,1.14E+04,1.46E+05,1.981,1.491,1.46E+05,
62,0.933,0.91,0.953,256.82192,256.82187,256.82239,2.50E+05,6.56E+03,8.32E+03,2.50E+05,0,0.75,3,0,0.95,0.28,0.00007,0.005,,,,,,,,,,2.77E+03,0.937,256.8219,256.82205,,0.034,0.919,0.953,DETECTED,256.82198,1.90E+04,1.24E+05,0.889,0.945,1.24E+05,,6.56E+03,0.937,256.82187,256.82239,,0.043,0.911,0.953,DETECTED,256.82197,1.32E+04,2.50E+05,0.618,0.809,2.50E+05,,,,,,,,,,UNKNOWN,,,,,,,,3.89E+03,0.926,256.82175,256.82217,,0.032,0.91,0.941,DETECTED,256.82182,8.32E+03,1.88E+05,1,1,1.88E+05,
63,0.933,0.908,0.966,219.84534,219.84535,219.84561,2.93E+05,9.20E+03,5.85E+03,2.93E+05,2,1,4,0,0.94,0.3,0.00007,0.004,,,,,,,,,,3.81E+03,0.937,219.84534,219.84555,,0.033,0.912,0.953,DETECTED,219.8454,6.63E+03,1.57E+05,0.618,0.809,1.57E+05,,9.20E+03,0.937,219.84535,219.84561,1,0.097,0.911,0.966,DETECTED,219.84542,1.22E+04,2.93E+05,1.145,1.073,2.93E+05,0.011,3.19E+03,0.934,219.84526,219.8454,,0.041,0.908,0.95,DETECTED,219.8453,5.85E+03,1.18E+05,0.625,0.812,1.18E+05,,5.92E+03,0.926,219.84518,219.84534,1,0.035,0.91,0.957,DETECTED,219.84526,1.44E+04,2.26E+05,1.981,1.491,2.26E+05,0.036
64,0.933,0.908,0.97,255.82217,255.82217,255.82246,3.77E+06,1.02E+05,7.00E+03,3.77E+06,4,1,4,0,0.96,0.23,0.00006,0.004,,,,,,,,,,4.79E+04,0.937,255.82211,255.82254,1,0.027,0.912,0.969,DETECTED,255.82222,1.11E+04,1.89E+06,0.646,1.111,1.89E+06,-0.011,1.02E+05,0.937,255.82217,255.82246,1,0.038,0.911,0.966,DETECTED,255.82224,2.75E+04,3.77E+06,0.627,1.073,3.77E+06,-0.017,4.39E+04,0.934,255.82213,255.82234,1,0.027,0.908,0.965,DETECTED,255.82216,1.28E+04,1.73E+06,0.661,1.118,1.73E+06,-0.009,7.15E+04,0.926,255.82207,255.8222,1,0.034,0.91,0.97,DETECTED,255.82207,7.00E+03,2.78E+06,1.86,1.476,2.78E+06,-0.009
65,0.933,0.908,0.98,257.81915,257.81912,257.81952,3.62E+06,9.88E+04,5.20E+03,3.62E+06,2,1,4,0,0.96,0.2,0.00005,0.004,,,,,,,,,,4.52E+04,0.937,257.81915,257.81931,,0.027,0.912,0.969,DETECTED,257.81921,7.34E+03,1.78E+06,0.645,1.111,1.78E+06,,9.88E+04,0.937,257.81912,257.81952,1,0.04,0.911,0.966,DETECTED,257.8192,2.57E+04,3.62E+06,0.624,1.073,3.62E+06,-0.019,4.23E+04,0.934,257.81909,257.81943,,0.028,0.908,0.965,DETECTED,257.81915,7.27E+03,1.67E+06,0.651,1.118,1.67E+06,,7.08E+04,0.926,257.81903,257.81924,1,0.035,0.91,0.98,DETECTED,257.81905,5.20E+03,2.73E+06,1.86,1.475,2.73E+06,-0.007
66,0.933,0.91,0.966,259.816,259.81592,259.8165,1.16E+06,3.26E+04,6.17E+03,1.16E+06,3,1,4,0,0.96,0.22,0.00006,0.004,,,,,,,,,,1.41E+04,0.937,259.81595,259.81622,1,0.033,0.912,0.953,DETECTED,259.81604,8.40E+03,5.88E+05,0.618,0.809,5.88E+05,-0.005,3.26E+04,0.937,259.81592,259.8165,,0.048,0.911,0.966,DETECTED,259.81603,6.17E+03,1.16E+06,0.636,1.073,1.16E+06,,1.24E+04,0.934,259.81601,259.81613,1,0.032,0.918,0.95,DETECTED,259.81604,8.56E+04,5.83E+05,1.002,1.001,5.83E+05,-0.003,2.26E+04,0.926,259.81586,259.81613,1,0.034,0.91,0.957,DETECTED,259.81588,3.37E+04,8.82E+05,1.981,1.491,8.82E+05,0.013
67,0.935,0.918,0.953,216.88033,216.88026,216.88036,2.44E+05,5.38E+03,5.22E+04,2.44E+05,2,0.5,2,0,0.97,0.19,0.00004,0.002,,,,,,,,,,5.12E+03,0.937,216.88034,216.88049,1,0.034,0.919,0.953,DETECTED,216.88037,5.22E+04,2.37E+05,0.889,0.945,2.37E+05,0.011,,,,,,,,,UNKNOWN,,,,,,,,5.38E+03,0.934,216.88026,216.88036,1,0.032,0.918,0.95,DETECTED,216.88029,7.01E+04,2.44E+05,1.002,1.001,2.44E+05,0.007,,,,,,,,,UNKNOWN,,,,,,,
68,0.935,0.918,0.953,245.89466,245.89458,245.8947,6.24E+05,1.28E+04,1.03E+05,6.24E+05,2,0.5,2,0,0.98,0.08,0.00002,0.002,,,,,,,,,,9.85E+03,0.937,245.89458,245.89473,1,0.034,0.919,0.953,DETECTED,245.89468,1.03E+05,4.58E+05,0.889,0.945,4.58E+05,-0.003,,,,,,,,,UNKNOWN,,,,,,,,1.28E+04,0.934,245.89458,245.8947,1,0.032,0.918,0.95,DETECTED,245.89464,1.17E+05,6.24E+05,1.002,1.001,6.24E+05,-0.001,,,,,,,,,UNKNOWN,,,,,,,
69,0.937,0.911,0.966,201.92565,201.92557,201.92598,3.61E+05,1.10E+04,9.60E+03,3.61E+05,1,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.10E+04,0.937,201.92557,201.92598,1,0.047,0.911,0.966,DETECTED,201.92565,9.60E+03,3.61E+05,1.145,1.073,3.61E+05,0.005,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
70,0.937,0.911,0.953,205.91947,205.9191,205.91969,4.28E+04,1.29E+03,1.56E+04,4.28E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.29E+03,0.937,205.9191,205.91969,,0.038,0.911,0.953,DETECTED,205.91947,1.56E+04,4.28E+04,0.618,0.809,4.28E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
71,0.937,0.911,0.953,209.83378,209.83371,209.83397,1.45E+05,4.17E+03,1.22E+04,1.45E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.17E+03,0.937,209.83371,209.83397,,0.065,0.911,0.953,DETECTED,209.83378,1.22E+04,1.45E+05,0.618,0.809,1.45E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
72,0.937,0.911,0.953,215.86834,215.86804,215.86853,3.27E+04,1.05E+03,1.18E+04,3.27E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.05E+03,0.937,215.86804,215.86853,,0.067,0.911,0.953,DETECTED,215.86834,1.18E+04,3.27E+04,0.618,0.809,3.27E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
73,0.937,0.911,0.953,219.89169,219.89154,219.89186,8.45E+04,2.33E+03,7.76E+03,8.45E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.33E+03,0.937,219.89154,219.89186,,0.058,0.911,0.953,DETECTED,219.89169,7.76E+03,8.45E+04,0.618,0.809,8.45E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
74,0.937,0.911,0.953,221.88871,221.88863,221.88899,7.52E+04,2.14E+03,7.64E+03,7.52E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.14E+03,0.937,221.88863,221.88899,,0.054,0.911,0.953,DETECTED,221.88871,7.64E+03,7.52E+04,0.618,0.809,7.52E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
75,0.937,0.911,0.966,229.92057,229.92044,229.92085,8.35E+04,3.28E+03,1.54E+04,8.35E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.28E+03,0.937,229.92044,229.92085,,0.211,0.911,0.966,DETECTED,229.92057,1.54E+04,8.35E+04,1.145,1.073,8.35E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
76,0.937,0.911,0.966,231.91743,231.91724,231.91801,6.86E+04,2.36E+03,7.81E+03,6.86E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.36E+03,0.937,231.91724,231.91801,,0.052,0.911,0.966,DETECTED,231.91743,7.81E+03,6.86E+04,1.145,1.073,6.86E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
77,0.937,0.911,0.953,261.81308,261.81299,261.81335,1.47E+05,4.03E+03,5.64E+03,1.47E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.03E+03,0.937,261.81299,261.81335,,0.051,0.911,0.953,DETECTED,261.81308,5.64E+03,1.47E+05,0.618,0.809,1.47E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
78,0.937,0.911,0.953,253.8268,253.82669,253.82695,1.88E+05,5.17E+03,7.48E+03,1.88E+05,0,0.5,2,0,0.95,0.3,0.00008,0,,,,,,,,,,2.14E+03,0.937,253.8266,253.82693,,0.034,0.919,0.953,DETECTED,253.82672,1.75E+04,9.41E+04,0.889,0.945,9.41E+04,,5.17E+03,0.937,253.82669,253.82695,,0.057,0.911,0.953,DETECTED,253.82687,7.48E+03,1.88E+05,0.618,0.809,1.88E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
79,0.937,0.91,0.97,317.83018,317.82993,317.83078,7.02E+04,2.03E+03,5.78E+03,7.02E+04,0,0.75,3,0,0.9,0.59,0.00019,0.003,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.03E+03,0.937,317.82993,317.83078,,0.045,0.911,0.953,DETECTED,317.83012,1.11E+04,7.02E+04,0.618,0.809,7.02E+04,,1.19E+03,0.934,317.83026,317.83115,,0.032,0.918,0.95,DETECTED,317.83047,1.89E+04,5.09E+04,1.002,1.001,5.09E+04,,1.84E+03,0.941,317.82932,317.8306,,0.042,0.91,0.97,DETECTED,317.82996,5.78E+03,5.50E+04,0.918,0.959,5.50E+04,
80,0.937,0.4,1.005,216.85375,216.85356,216.85388,1.69E+05,2.84E+04,1.27E+04,1.69E+05,5,0.75,3,1,0.97,0.16,0.00003,0.003,,,,,,,,,,2.84E+04,0.937,216.85358,216.85397,2,0.167,0.4,1.005,DETECTED,216.8538,1.27E+04,1.30E+05,0.128,0.562,1.30E+05,-0.102,,,,,,,,,UNKNOWN,,,,,,,,5.55E+03,0.934,216.85356,216.85388,,0.088,0.874,0.996,DETECTED,216.85373,1.71E+04,8.04E+04,1.046,1.023,8.04E+04,,2.75E+04,0.941,216.85349,216.85394,3,0.053,0.46,0.996,DETECTED,216.85372,1.29E+04,1.69E+05,0.117,0.559,1.69E+05,-0.184
81,0.937,0.678,1.064,259.90057,259.90002,259.90125,2.48E+05,1.62E+04,7.03E+03,2.48E+05,0,0.75,3,0,0.99,0.03,0.00001,0.003,,,,,,,,,,9.59E+03,0.937,259.90018,259.90106,,0.049,0.856,1.064,DETECTED,259.90058,8.53E+03,1.49E+05,3.118,1.018,1.49E+05,,,,,,,,,,UNKNOWN,,,,,,,,7.80E+03,0.934,259.90002,259.90125,,0.048,0.84,1.042,DETECTED,259.90057,7.03E+03,1.26E+05,1.942,1.19,1.26E+05,,1.62E+04,0.941,259.90018,259.90112,,0.185,0.678,0.996,DETECTED,259.90056,9.02E+03,2.48E+05,0.614,0.667,2.48E+05,
82,0.937,0.495,1.072,200.85892,200.85878,200.8591,5.95E+05,5.11E+04,3.03E+04,5.95E+05,8,0.75,3,0,0.94,0.19,0.00004,0.013,,,,,,,,,,4.92E+04,0.953,200.85884,200.85909,3,0.051,0.495,1.072,DETECTED,200.85898,3.04E+04,4.44E+05,0.198,0.671,4.44E+05,-0.1,,,,,,,,,UNKNOWN,,,,,,,,2.05E+04,0.918,200.85878,200.8591,2,0.047,0.874,1.048,DETECTED,200.85889,3.03E+04,3.47E+05,1.961,1.879,3.47E+05,-0.09,5.11E+04,0.941,200.85876,200.85907,3,0.076,0.573,0.996,DETECTED,200.85889,3.31E+04,5.95E+05,0.27,0.577,5.95E+05,-0.124
83,0.939,0.902,1.009,293.86972,293.86902,293.87006,2.59E+05,1.01E+04,5.16E+03,2.59E+05,2,0.5,2,0,0.97,0.14,0.00004,0.002,,,,,,,,,,6.00E+03,0.937,293.86948,293.87015,1,0.12,0.912,0.978,DETECTED,293.86976,9.08E+03,1.46E+05,1.235,1.297,1.46E+05,-0.001,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.01E+04,0.941,293.86902,293.87006,1,0.03,0.902,1.009,DETECTED,293.86968,5.16E+03,2.59E+05,0.723,0.994,2.59E+05,-0.021
84,0.941,0.859,1.077,200.85132,200.85098,200.85184,4.79E+04,4.33E+03,7.54E+03,4.79E+04,3,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.33E+03,0.941,200.85098,200.85184,3,0.059,0.859,1.077,DETECTED,200.85132,7.54E+03,4.79E+04,2.757,1.323,4.79E+04,-0.124
