id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:precursor_mz,spectral_db_matches:cosine_score,spectral_db_matches:n_matching_signals,spectral_db_matches:ccs,datafile:POS_NIST_2.mzML:area,datafile:POS_NIST_2.mzML:rt,datafile:POS_NIST_2.mzML:mz_range:min,datafile:POS_NIST_2.mzML:mz_range:max,datafile:POS_NIST_2.mzML:fragment_scans,datafile:POS_NIST_2.mzML:fwhm,datafile:POS_NIST_2.mzML:rt_range:min,datafile:POS_NIST_2.mzML:rt_range:max,datafile:POS_NIST_2.mzML:feature_state,datafile:POS_NIST_2.mzML:mz,datafile:POS_NIST_2.mzML:intensity_range:min,datafile:POS_NIST_2.mzML:intensity_range:max,datafile:POS_NIST_2.mzML:asymmetry_factor,datafile:POS_NIST_2.mzML:tailing_factor,datafile:POS_NIST_2.mzML:height,datafile:POS_NIST_2.mzML:rt_ms2_apex_distance,datafile:POS_NIST_3.mzML:area,datafile:POS_NIST_3.mzML:rt,datafile:POS_NIST_3.mzML:mz_range:min,datafile:POS_NIST_3.mzML:mz_range:max,datafile:POS_NIST_3.mzML:fragment_scans,datafile:POS_NIST_3.mzML:fwhm,datafile:POS_NIST_3.mzML:rt_range:min,datafile:POS_NIST_3.mzML:rt_range:max,datafile:POS_NIST_3.mzML:feature_state,datafile:POS_NIST_3.mzML:mz,datafile:POS_NIST_3.mzML:intensity_range:min,datafile:POS_NIST_3.mzML:intensity_range:max,datafile:POS_NIST_3.mzML:asymmetry_factor,datafile:POS_NIST_3.mzML:tailing_factor,datafile:POS_NIST_3.mzML:height,datafile:POS_NIST_3.mzML:rt_ms2_apex_distance,datafile:POS_NIST_1.mzML:area,datafile:POS_NIST_1.mzML:rt,datafile:POS_NIST_1.mzML:mz_range:min,datafile:POS_NIST_1.mzML:mz_range:max,datafile:POS_NIST_1.mzML:fragment_scans,datafile:POS_NIST_1.mzML:fwhm,datafile:POS_NIST_1.mzML:rt_range:min,datafile:POS_NIST_1.mzML:rt_range:max,datafile:POS_NIST_1.mzML:feature_state,datafile:POS_NIST_1.mzML:mz,datafile:POS_NIST_1.mzML:intensity_range:min,datafile:POS_NIST_1.mzML:intensity_range:max,datafile:POS_NIST_1.mzML:asymmetry_factor,datafile:POS_NIST_1.mzML:tailing_factor,datafile:POS_NIST_1.mzML:height,datafile:POS_NIST_1.mzML:rt_ms2_apex_distance,datafile:POS_NIST_0.mzML:area,datafile:POS_NIST_0.mzML:rt,datafile:POS_NIST_0.mzML:mz_range:min,datafile:POS_NIST_0.mzML:mz_range:max,datafile:POS_NIST_0.mzML:fragment_scans,datafile:POS_NIST_0.mzML:fwhm,datafile:POS_NIST_0.mzML:rt_range:min,datafile:POS_NIST_0.mzML:rt_range:max,datafile:POS_NIST_0.mzML:feature_state,datafile:POS_NIST_0.mzML:mz,datafile:POS_NIST_0.mzML:intensity_range:min,datafile:POS_NIST_0.mzML:intensity_range:max,datafile:POS_NIST_0.mzML:asymmetry_factor,datafile:POS_NIST_0.mzML:tailing_factor,datafile:POS_NIST_0.mzML:height,datafile:POS_NIST_0.mzML:rt_ms2_apex_distance
46,1.047,0.995,1.115,584.35631,584.35474,584.35699,1.57E+05,8.70E+03,1.76E+04,1.57E+05,0,1,4,0,0.93,0.33,0.00019,0.009,,,,,,,,,,8.24E+03,1.057,584.35461,584.35651,,0.044,0.995,1.087,DETECTED,584.35601,1.76E+04,1.55E+05,0.482,0.741,1.55E+05,,7.30E+03,1.036,584.35571,584.35706,,0.08,1.004,1.095,DETECTED,584.35648,2.97E+04,1.19E+05,1.869,1.435,1.19E+05,,6.76E+03,1.04,584.35565,584.35712,,0.035,1.009,1.086,DETECTED,584.35652,4.20E+04,1.57E+05,1.444,1.222,1.57E+05,,8.70E+03,1.056,584.35474,584.35699,,0.064,1.009,1.115,DETECTED,584.35622,4.22E+04,1.32E+05,1.254,1.127,1.32E+05,
47,1.048,1.009,1.144,555.35447,555.3537,555.35535,1.27E+05,8.39E+03,3.80E+04,1.27E+05,0,0.5,2,0,0.94,0.3,0.00017,0.008,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,8.39E+03,1.04,555.3537,555.35535,,0.065,1.025,1.144,DETECTED,555.35463,3.80E+04,1.27E+05,6.692,3.846,1.27E+05,,8.13E+03,1.056,555.35321,555.3548,,0.104,1.009,1.115,DETECTED,555.3543,3.97E+04,1.15E+05,1.254,1.127,1.15E+05,
48,1.049,1.009,1.163,731.45902,731.45575,731.46075,1.39E+05,9.63E+03,2.79E+04,1.39E+05,0,0.5,2,0,0.91,0.22,0.00016,0.024,,,,,,,,,,8.89E+03,1.073,731.45575,731.46075,,0.074,1.01,1.163,DETECTED,731.45886,2.79E+04,1.05E+05,1.444,1.222,1.05E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,9.63E+03,1.025,731.45764,731.46063,,0.093,1.009,1.101,DETECTED,731.45918,3.82E+04,1.39E+05,4.805,2.902,1.39E+05,
49,1.049,1.009,1.117,489.29595,489.29294,489.29758,1.98E+05,1.14E+04,1.44E+04,1.98E+05,0,0.5,2,0,0.95,0.23,0.00011,0.007,,,,,,,,,,8.61E+03,1.042,489.29294,489.29758,,0.074,1.01,1.117,DETECTED,489.29584,1.44E+04,1.39E+05,2.388,1.694,1.39E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.14E+04,1.056,489.2951,489.29651,,0.182,1.009,1.115,DETECTED,489.29607,3.04E+04,1.98E+05,1.254,1.127,1.98E+05,
50,1.049,0.995,1.115,577.3677,577.36664,577.36896,1.42E+05,9.34E+03,1.96E+04,1.42E+05,0,0.5,2,0,0.92,0.38,0.00022,0.008,,,,,,,,,,8.41E+03,1.057,577.36664,577.36896,,0.06,0.995,1.103,DETECTED,577.36792,1.96E+04,1.41E+05,0.917,0.866,1.41E+05,,,,,,,,,,UNKNOWN,,,,,,,,9.34E+03,1.04,577.36633,577.3681,,0.061,1.009,1.115,DETECTED,577.36749,2.97E+04,1.42E+05,2.364,1.682,1.42E+05,,,,,,,,,,UNKNOWN,,,,,,,
51,1.05,1.004,1.157,606.36866,606.36792,606.36932,1.40E+05,1.15E+04,3.69E+04,1.40E+05,0,0.25,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.15E+04,1.05,606.36792,606.36932,,0.079,1.004,1.157,DETECTED,606.36866,3.69E+04,1.40E+05,2.324,1.662,1.40E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
52,1.051,1.009,1.148,489.31446,489.31348,489.31494,1.29E+05,1.07E+04,2.17E+04,1.29E+05,0,0.75,3,0,0.95,0.21,0.0001,0.007,,,,,,,,,,9.11E+03,1.057,489.31348,489.31494,,0.108,1.026,1.148,DETECTED,489.31451,3.01E+04,1.29E+05,2.898,1.949,1.29E+05,,,,,,,,,,UNKNOWN,,,,,,,,8.10E+03,1.056,489.31226,489.31476,,0.109,1.025,1.13,DETECTED,489.31431,3.12E+04,1.18E+05,2.353,1.677,1.18E+05,,1.07E+04,1.04,489.314,489.31494,,0.099,1.009,1.142,DETECTED,489.31457,2.17E+04,1.25E+05,3.239,2.12,1.25E+05,
53,1.051,1.009,1.117,533.32244,533.32208,533.32367,2.41E+05,1.41E+04,3.21E+04,2.41E+05,0,0.75,3,0,0.94,0.27,0.00014,0.006,,,,,,,,,,1.36E+04,1.042,533.32208,533.32367,,0.055,1.01,1.117,DETECTED,533.32251,3.21E+04,2.31E+05,2.388,1.694,2.31E+05,,,,,,,,,,UNKNOWN,,,,,,,,1.22E+04,1.056,533.31934,533.32306,,0.09,1.009,1.115,DETECTED,533.32223,3.63E+04,1.59E+05,1.246,1.123,1.59E+05,,1.41E+04,1.056,533.32068,533.32397,,0.043,1.009,1.115,DETECTED,533.32259,5.66E+04,2.41E+05,1.254,1.127,2.41E+05,
54,1.051,1.009,1.103,753.47224,753.47052,753.47461,1.48E+05,7.81E+03,3.51E+04,1.48E+05,0,0.75,3,0,0.96,0.16,0.00012,0.007,,,,,,,,,,7.81E+03,1.057,753.47052,753.47461,,0.031,1.01,1.103,DETECTED,753.47238,3.51E+04,1.48E+05,0.972,0.986,1.48E+05,,,,,,,,,,UNKNOWN,,,,,,,,7.17E+03,1.04,753.47168,753.47241,,0.082,1.009,1.086,DETECTED,753.47206,3.62E+04,1.26E+05,1.444,1.222,1.26E+05,,6.78E+03,1.056,753.47076,753.47443,,0.049,1.009,1.085,DETECTED,753.47229,5.56E+04,1.41E+05,0.617,0.808,1.41E+05,
55,1.051,1.004,1.125,577.34772,577.34668,577.34875,1.88E+05,1.31E+04,2.28E+04,1.88E+05,0,1,4,0,0.93,0.36,0.00021,0.008,,,,,,,,,,1.01E+04,1.057,577.34564,577.34821,,0.052,1.01,1.117,DETECTED,577.34764,2.37E+04,1.81E+05,1.264,1.132,1.81E+05,,9.07E+03,1.036,577.34381,577.34845,,0.058,1.004,1.125,DETECTED,577.34739,2.28E+04,1.50E+05,1.994,1.921,1.50E+05,,9.97E+03,1.056,577.34607,577.34888,,0.056,1.009,1.101,DETECTED,577.34806,4.42E+04,1.61E+05,0.951,0.975,1.61E+05,,1.31E+04,1.056,577.34668,577.34875,,0.12,1.009,1.115,DETECTED,577.3478,2.75E+04,1.88E+05,0.99,1.127,1.88E+05,
56,1.055,1.004,1.157,401.26214,401.2619,401.26263,1.34E+05,9.64E+03,1.19E+04,1.34E+05,0,1,4,0,0.94,0.29,0.00011,0.007,,,,,,,,,,8.03E+03,1.057,401.26172,401.26379,,0.067,1.01,1.117,DETECTED,401.26228,1.19E+04,1.18E+05,1.264,1.132,1.18E+05,,9.64E+03,1.066,401.2612,401.26364,,0.161,1.004,1.157,DETECTED,401.26191,1.19E+04,1.34E+05,1.476,1.238,1.34E+05,,5.66E+03,1.04,401.2619,401.2623,,0.444,1.025,1.086,DETECTED,401.26215,3.15E+04,1.23E+05,2.922,1.961,1.23E+05,,9.51E+03,1.056,401.2619,401.26263,,0.079,1.025,1.142,DETECTED,401.26223,3.51E+04,1.34E+05,2.752,1.876,1.34E+05,
57,1.056,1.009,1.072,709.4478,709.4469,709.44897,1.44E+05,6.38E+03,5.03E+04,1.44E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,6.38E+03,1.056,709.4469,709.44897,,0.053,1.009,1.072,DETECTED,709.4478,5.03E+04,1.44E+05,0.331,0.666,1.44E+05,
58,1.056,1.009,1.085,775.48399,775.48242,775.4848,1.14E+05,5.19E+03,3.32E+04,1.14E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.19E+03,1.056,775.48242,775.4848,,0.044,1.009,1.085,DETECTED,775.48399,3.32E+04,1.14E+05,0.617,0.808,1.14E+05,
59,1.056,1.009,1.115,555.85628,555.8551,555.85669,8.87E+04,5.11E+03,1.71E+04,8.87E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.11E+03,1.056,555.8551,555.85669,,0.037,1.009,1.115,DETECTED,555.85628,1.71E+04,8.87E+04,1.246,1.123,8.87E+04,,,,,,,,,,UNKNOWN,,,,,,,
60,1.057,1.01,1.103,523.0016,523.00073,523.00208,6.78E+04,3.88E+03,1.92E+04,6.78E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,3.88E+03,1.057,523.00073,523.00208,,0.027,1.01,1.103,DETECTED,523.0016,1.92E+04,6.78E+04,0.972,0.986,6.78E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
61,1.057,1.026,1.087,548.34549,548.34521,548.34583,7.16E+04,2.91E+03,3.26E+04,7.16E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,2.91E+03,1.057,548.34521,548.34583,,0.038,1.026,1.087,DETECTED,548.34549,3.26E+04,7.16E+04,0.966,0.983,7.16E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
62,1.057,0.995,1.103,798.50269,798.49762,798.50452,4.99E+04,3.17E+03,1.22E+04,4.99E+04,1,0.25,1,0,1,0,0,0,,,,,,,,,,3.17E+03,1.057,798.49762,798.50452,1,0.099,0.995,1.103,DETECTED,798.50269,1.22E+04,4.99E+04,0.731,0.866,4.99E+04,0.022,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
63,1.062,1.025,1.142,533.34092,533.33929,533.34137,1.56E+05,9.03E+03,2.57E+04,1.56E+05,0,0.75,3,0,0.93,0.38,0.0002,0.007,,,,,,,,,,8.37E+03,1.057,533.33929,533.34137,,0.036,1.026,1.117,DETECTED,533.34077,5.44E+04,1.56E+05,1.906,1.453,1.56E+05,,,,,,,,,,UNKNOWN,,,,,,,,7.73E+03,1.072,533.34027,533.34155,,0.048,1.025,1.13,DETECTED,533.34122,2.57E+04,1.18E+05,1.236,1.118,1.18E+05,,9.03E+03,1.056,533.3396,533.34131,,0.09,1.025,1.142,DETECTED,533.34076,3.62E+04,1.38E+05,2.752,1.876,1.38E+05,
64,1.062,1.009,1.176,467.30161,467.30106,467.30197,1.47E+05,1.04E+04,2.47E+04,1.47E+05,0,1,4,0,0.94,0.23,0.00011,0.012,,,,,,,,,,7.29E+03,1.057,467.30115,467.30176,,0.061,1.026,1.103,DETECTED,467.30154,3.49E+04,1.44E+05,1.465,1.233,1.44E+05,,6.35E+03,1.05,467.30106,467.30197,,0.066,1.02,1.11,DETECTED,467.30146,2.69E+04,1.07E+05,1.998,1.499,1.07E+05,,1.04E+04,1.086,467.30051,467.30206,,0.143,1.025,1.176,DETECTED,467.30165,2.47E+04,1.28E+05,1.471,1.236,1.28E+05,,8.61E+03,1.056,467.30093,467.30283,,0.058,1.009,1.101,DETECTED,467.30178,2.69E+04,1.47E+05,0.947,0.974,1.47E+05,
65,1.066,1.036,1.186,462.29139,462.29056,462.29282,6.62E+04,5.72E+03,1.78E+04,6.62E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.72E+03,1.066,462.29056,462.29282,,0.064,1.036,1.186,DETECTED,462.29139,1.78E+04,6.62E+04,4.014,2.507,6.62E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
66,1.066,1.02,1.141,599.88323,599.88104,599.88501,7.59E+04,5.74E+03,2.52E+04,7.59E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.74E+03,1.066,599.88104,599.88501,,0.072,1.02,1.141,DETECTED,599.88323,2.52E+04,7.59E+04,1.648,1.324,7.59E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
67,1.066,1.004,1.079,607.37264,607.37195,607.37354,3.77E+04,2.29E+03,1.60E+04,3.77E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.29E+03,1.066,607.37195,607.37354,,0.07,1.004,1.079,DETECTED,607.37264,1.60E+04,3.77E+04,0.219,0.61,3.77E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
68,1.066,1.02,1.125,828.51551,828.51282,828.51733,8.51E+04,5.59E+03,1.75E+04,8.51E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.59E+03,1.066,828.51282,828.51733,,0.055,1.02,1.125,DETECTED,828.51551,1.75E+04,8.51E+04,1.306,1.153,8.51E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
69,1.069,0.958,1.115,511.32804,511.32773,511.32855,1.14E+05,7.77E+03,1.13E+04,1.14E+05,0,0.5,2,0,0.97,0.12,0.00006,0.003,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,7.77E+03,1.066,511.32748,511.3288,,0.075,0.958,1.095,DETECTED,511.32798,1.13E+04,1.14E+05,0.465,0.634,1.14E+05,,6.97E+03,1.072,511.32773,511.32855,,0.072,1.009,1.115,DETECTED,511.3281,3.34E+04,9.36E+04,0.688,0.844,9.36E+04,,,,,,,,,,UNKNOWN,,,,,,,
70,1.069,1.01,1.142,784.48958,784.48859,784.49121,1.63E+05,1.12E+04,1.18E+04,1.63E+05,3,0.75,3,0,0.93,0.32,0.00025,0.008,,,,,,,,,,1.03E+04,1.057,784.48859,784.49121,1,0.058,1.01,1.132,DETECTED,784.48962,1.18E+04,1.53E+05,1.593,1.297,1.53E+05,-0.007,8.93E+03,1.079,784.48798,784.49072,1,0.102,1.02,1.141,DETECTED,784.4892,3.77E+04,1.13E+05,1.044,1.022,1.13E+05,-0.035,,,,,,,,,UNKNOWN,,,,,,,,1.12E+04,1.072,784.48853,784.49103,1,0.083,1.025,1.142,DETECTED,784.48991,5.32E+04,1.63E+05,1.505,1.252,1.63E+05,-0.025
71,1.07,1.025,1.144,741.46713,741.46588,741.46869,1.30E+05,7.58E+03,1.76E+04,1.30E+05,0,1,4,0,0.96,0.18,0.00013,0.006,,,,,,,,,,4.40E+03,1.057,741.46667,741.46796,,0.046,1.042,1.103,DETECTED,741.46729,4.33E+04,8.76E+04,2.928,1.964,8.76E+04,,4.72E+03,1.079,741.46588,741.46869,,0.044,1.036,1.125,DETECTED,741.4671,3.60E+04,8.34E+04,1.06,1.03,8.34E+04,,7.58E+03,1.072,741.46533,741.46942,,0.058,1.025,1.144,DETECTED,741.46725,1.76E+04,1.06E+05,1.556,1.278,1.06E+05,,6.86E+03,1.072,741.46643,741.4679,,0.059,1.04,1.128,DETECTED,741.4669,3.10E+04,1.30E+05,1.812,1.406,1.30E+05,
72,1.072,1.025,1.128,654.41747,654.41656,654.41827,7.41E+04,5.94E+03,1.72E+04,7.41E+04,1,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.94E+03,1.072,654.41656,654.41827,1,0.099,1.025,1.128,DETECTED,654.41747,1.72E+04,7.41E+04,1.208,1.104,7.41E+04,0.006
73,1.072,1.04,1.086,550.34357,550.3421,550.34436,5.18E+04,1.65E+03,1.78E+04,5.18E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.65E+03,1.072,550.3421,550.34436,,0.039,1.04,1.086,DETECTED,550.34357,1.78E+04,5.18E+04,0.454,0.727,5.18E+04,,,,,,,,,,UNKNOWN,,,,,,,
74,1.073,1.026,1.163,314.181,314.18066,314.18134,1.06E+05,1.02E+04,5.30E+04,1.06E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,1.02E+04,1.073,314.18066,314.18134,,0.121,1.026,1.163,DETECTED,314.181,5.30E+04,1.06E+05,1.933,1.466,1.06E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
75,1.073,1.01,1.103,493.65059,493.64999,493.65134,7.24E+04,4.34E+03,2.32E+04,7.24E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,4.34E+03,1.073,493.64999,493.65134,,0.064,1.01,1.103,DETECTED,493.65059,2.32E+04,7.24E+04,0.481,0.741,7.24E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
76,1.073,1.01,1.087,709.94872,709.94617,709.95056,8.71E+04,4.43E+03,4.28E+04,8.71E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,4.43E+03,1.073,709.94617,709.95056,,0.061,1.01,1.087,DETECTED,709.94872,4.28E+04,8.71E+04,0.233,0.616,8.71E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
77,1.075,1.02,1.148,379.24945,379.24884,379.25067,1.41E+05,9.48E+03,2.26E+04,1.41E+05,0,0.75,3,0,0.93,0.25,0.0001,0.013,,,,,,,,,,9.27E+03,1.057,379.24884,379.25067,,0.031,1.026,1.148,DETECTED,379.24954,2.43E+04,1.41E+05,2.898,1.949,1.41E+05,,9.48E+03,1.095,379.2489,379.25092,,0.096,1.02,1.125,DETECTED,379.2493,2.26E+04,1.21E+05,0.411,0.706,1.21E+05,,7.31E+03,1.072,379.2485,379.25018,,0.089,1.04,1.13,DETECTED,379.2495,4.66E+04,1.15E+05,1.851,1.426,1.15E+05,,,,,,,,,,UNKNOWN,,,,,,,
78,1.076,1.026,1.171,522.33912,522.33807,522.34021,2.13E+05,1.49E+04,2.90E+04,2.13E+05,0,0.5,2,0,0.94,0.34,0.00018,0.003,,,,,,,,,,1.49E+04,1.073,522.33807,522.34021,,0.06,1.026,1.163,DETECTED,522.33929,2.90E+04,2.13E+05,1.933,1.466,2.13E+05,,1.32E+04,1.079,522.33801,522.33984,,0.071,1.036,1.171,DETECTED,522.33894,3.40E+04,1.69E+05,2.103,1.552,1.69E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
79,1.077,1.036,1.144,525.28832,525.28754,525.29034,1.55E+05,7.88E+03,1.23E+04,1.55E+05,0,1,4,0,0.95,0.27,0.00014,0.005,,,,,,,,,,6.36E+03,1.073,525.2876,525.28894,,0.131,1.042,1.132,DETECTED,525.28825,3.56E+04,1.24E+05,1.904,1.452,1.24E+05,,5.44E+03,1.079,525.28748,525.289,,0.025,1.036,1.125,DETECTED,525.28845,1.23E+04,1.26E+05,1.199,1.03,1.26E+05,,6.12E+03,1.086,525.2879,525.28925,,0.065,1.04,1.144,DETECTED,525.28848,1.81E+04,9.69E+04,1.29,1.145,9.69E+04,,7.88E+03,1.072,525.28754,525.29034,,0.045,1.04,1.128,DETECTED,525.28811,2.38E+04,1.55E+05,1.812,1.406,1.55E+05,
80,1.077,1.009,1.201,609.38872,609.38788,609.38928,5.40E+05,4.19E+04,2.00E+04,5.40E+05,0,1,4,0,0.98,0.06,0.00004,0.005,,,,,,,,,,3.72E+04,1.073,609.38666,609.38904,,0.07,1.026,1.179,DETECTED,609.38876,2.68E+04,4.38E+05,1.953,1.632,4.38E+05,,3.57E+04,1.079,609.38757,609.38922,,0.074,1.02,1.201,DETECTED,609.38865,2.47E+04,4.81E+05,1.626,1.415,4.81E+05,,3.90E+04,1.086,609.38843,609.38947,,0.055,1.009,1.176,DETECTED,609.38876,2.00E+04,4.93E+05,2.038,1.083,4.93E+05,,4.19E+04,1.072,609.38788,609.38928,,0.079,1.025,1.188,DETECTED,609.38871,3.72E+04,5.40E+05,2.086,1.694,5.40E+05,
81,1.077,1.02,1.179,740.46392,740.46271,740.46472,2.93E+05,2.05E+04,2.65E+04,2.93E+05,0,1,4,0,0.95,0.24,0.00018,0.005,,,,,,,,,,2.03E+04,1.073,740.4621,740.46503,,0.064,1.026,1.179,DETECTED,740.46376,2.65E+04,2.62E+05,1.936,1.632,2.62E+05,,1.67E+04,1.079,740.46271,740.46472,,0.09,1.02,1.125,DETECTED,740.46372,5.74E+04,2.42E+05,0.78,0.89,2.42E+05,,1.84E+04,1.086,740.4635,740.46576,,0.126,1.025,1.16,DETECTED,740.46422,2.89E+04,2.01E+05,1.216,1.108,2.01E+05,,2.05E+04,1.072,740.46313,740.4646,,0.056,1.025,1.142,DETECTED,740.46396,7.35E+04,2.93E+05,1.505,1.252,2.93E+05,
82,1.077,1.026,1.163,566.36556,566.36334,566.3678,2.05E+05,1.22E+04,1.69E+04,2.05E+05,0,1,4,0,0.96,0.18,0.0001,0.006,,,,,,,,,,1.09E+04,1.087,566.36444,566.36646,,0.078,1.026,1.163,DETECTED,566.36535,1.69E+04,1.46E+05,1.236,1.118,1.46E+05,,1.01E+04,1.079,566.36334,566.3678,,0.101,1.036,1.157,DETECTED,566.36563,2.57E+04,1.47E+05,1.778,1.389,1.47E+05,,1.15E+04,1.072,566.36456,566.3667,,0.07,1.04,1.16,DETECTED,566.36561,1.70E+04,1.83E+05,2.828,1.914,1.83E+05,,1.22E+04,1.072,566.36456,566.36725,,0.066,1.04,1.142,DETECTED,566.36564,5.11E+04,2.05E+05,2.258,1.629,2.05E+05,
83,1.077,1.004,1.247,608.38534,608.38464,608.38562,1.62E+06,1.47E+05,3.14E+04,1.62E+06,0,1,4,0,0.98,0.06,0.00004,0.006,,,,,,,,,,1.34E+05,1.087,608.38483,608.38605,,0.075,1.026,1.225,DETECTED,608.38535,4.74E+04,1.56E+06,1.431,1.497,1.56E+06,,1.24E+05,1.079,608.38464,608.38562,,0.072,1.004,1.247,DETECTED,608.38527,3.14E+04,1.62E+06,1.515,1.223,1.62E+06,,1.40E+05,1.072,608.38489,608.38599,,0.087,1.025,1.237,DETECTED,608.38539,7.22E+04,1.60E+06,2.198,2.574,1.60E+06,,1.47E+05,1.072,608.38403,608.38562,,0.092,1.009,1.217,DETECTED,608.38536,5.32E+04,1.61E+06,1.619,1.553,1.61E+06,
84,1.079,0.989,1.188,358.20726,358.20673,358.20767,1.37E+05,1.17E+04,3.48E+04,1.37E+05,0,0.75,3,0,0.98,0.07,0.00003,0.005,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,9.38E+03,1.079,358.20694,358.20758,,0.059,0.989,1.157,DETECTED,358.2073,3.48E+04,1.02E+05,0.854,0.927,1.02E+05,,1.17E+04,1.086,358.20673,358.20767,,0.104,1.025,1.176,DETECTED,358.20725,3.91E+04,1.27E+05,1.471,1.236,1.27E+05,,1.07E+04,1.072,358.20654,358.20761,,0.046,1.04,1.188,DETECTED,358.20723,4.61E+04,1.37E+05,3.704,2.352,1.37E+05,
85,1.079,1.02,1.172,653.41484,653.414,653.41559,3.56E+05,2.77E+04,4.18E+04,3.56E+05,0,0.75,3,0,0.97,0.12,0.00008,0.005,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.78E+04,1.079,653.41425,653.41522,,0.059,1.02,1.125,DETECTED,653.41472,4.18E+04,2.66E+05,0.78,0.89,2.66E+05,,2.21E+04,1.086,653.414,653.41559,,0.064,1.025,1.16,DETECTED,653.41487,5.06E+04,2.89E+05,1.02,1.108,2.89E+05,,2.77E+04,1.072,653.41412,653.41571,,0.073,1.025,1.172,DETECTED,653.41494,4.40E+04,3.56E+05,1.966,1.57,3.56E+05,
