id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:similarity_score,spectral_db_matches:n_matching_signals,spectral_db_matches:explained_intensity_percent,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:precursor_mz,spectral_db_matches:mz_diff,spectral_db_matches:mz_diff_ppm,spectral_db_matches:ccs,datafile:POS_liver1_0.mzML:feature_state,datafile:POS_liver1_0.mzML:mz,datafile:POS_liver1_0.mzML:mz_range:min,datafile:POS_liver1_0.mzML:mz_range:max,datafile:POS_liver1_0.mzML:rt,datafile:POS_liver1_0.mzML:rt_range:min,datafile:POS_liver1_0.mzML:rt_range:max,datafile:POS_liver1_0.mzML:height,datafile:POS_liver1_0.mzML:area,datafile:POS_liver1_0.mzML:intensity_range:min,datafile:POS_liver1_0.mzML:intensity_range:max,datafile:POS_liver1_0.mzML:fwhm,datafile:POS_liver1_0.mzML:tailing_factor,datafile:POS_liver1_0.mzML:asymmetry_factor,datafile:POS_liver1_0.mzML:fragment_scans,datafile:POS_liver1_0.mzML:rt_ms2_apex_distance,datafile:POS_liver1_1.mzML:feature_state,datafile:POS_liver1_1.mzML:mz,datafile:POS_liver1_1.mzML:mz_range:min,datafile:POS_liver1_1.mzML:mz_range:max,datafile:POS_liver1_1.mzML:rt,datafile:POS_liver1_1.mzML:rt_range:min,datafile:POS_liver1_1.mzML:rt_range:max,datafile:POS_liver1_1.mzML:height,datafile:POS_liver1_1.mzML:area,datafile:POS_liver1_1.mzML:intensity_range:min,datafile:POS_liver1_1.mzML:intensity_range:max,datafile:POS_liver1_1.mzML:fwhm,datafile:POS_liver1_1.mzML:tailing_factor,datafile:POS_liver1_1.mzML:asymmetry_factor,datafile:POS_liver1_1.mzML:fragment_scans,datafile:POS_liver1_1.mzML:rt_ms2_apex_distance,datafile:POS_liver1_2.mzML:feature_state,datafile:POS_liver1_2.mzML:mz,datafile:POS_liver1_2.mzML:mz_range:min,datafile:POS_liver1_2.mzML:mz_range:max,datafile:POS_liver1_2.mzML:rt,datafile:POS_liver1_2.mzML:rt_range:min,datafile:POS_liver1_2.mzML:rt_range:max,datafile:POS_liver1_2.mzML:height,datafile:POS_liver1_2.mzML:area,datafile:POS_liver1_2.mzML:intensity_range:min,datafile:POS_liver1_2.mzML:intensity_range:max,datafile:POS_liver1_2.mzML:fwhm,datafile:POS_liver1_2.mzML:tailing_factor,datafile:POS_liver1_2.mzML:asymmetry_factor,datafile:POS_liver1_2.mzML:fragment_scans,datafile:POS_liver1_2.mzML:rt_ms2_apex_distance,datafile:POS_liver1_3.mzML:feature_state,datafile:POS_liver1_3.mzML:mz,datafile:POS_liver1_3.mzML:mz_range:min,datafile:POS_liver1_3.mzML:mz_range:max,datafile:POS_liver1_3.mzML:rt,datafile:POS_liver1_3.mzML:rt_range:min,datafile:POS_liver1_3.mzML:rt_range:max,datafile:POS_liver1_3.mzML:height,datafile:POS_liver1_3.mzML:area,datafile:POS_liver1_3.mzML:intensity_range:min,datafile:POS_liver1_3.mzML:intensity_range:max,datafile:POS_liver1_3.mzML:fwhm,datafile:POS_liver1_3.mzML:tailing_factor,datafile:POS_liver1_3.mzML:asymmetry_factor,datafile:POS_liver1_3.mzML:fragment_scans,datafile:POS_liver1_3.mzML:rt_ms2_apex_distance
37,0.9543,0.9227,1.0325,691.43609,691.43542,691.43698,3.359E4,1.681E3,6.04E3,3.359E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,691.43609,691.43542,691.43698,0.9543,0.9227,1.0325,3.359E4,1.681E3,6.04E3,3.359E4,0.0556,1.7354,4.5585,,
38,0.9594,0.9168,1.045,586.20575,586.20483,586.20636,4.315E4,2.339E3,5.264E3,4.315E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,DETECTED,586.20575,586.20483,586.20636,0.9594,0.9168,1.045,4.315E4,2.339E3,5.264E3,4.315E4,0.1131,1.505,2.1232,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
39,0.9594,0.9284,0.9825,586.37314,586.37254,586.37347,4.925E4,1.273E3,2.208E4,4.925E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,DETECTED,586.37314,586.37254,586.37347,0.9594,0.9284,0.9825,4.925E4,1.273E3,2.208E4,4.925E4,0.025,0.8723,0.7446,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
40,0.9594,0.9033,1.045,615.55615,615.55548,615.55652,6.707E4,3.093E3,1.012E4,6.707E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,615.55615,615.55548,615.55652,0.9594,0.9033,1.045,6.707E4,3.093E3,1.012E4,6.707E4,0.0288,1.263,1.6799,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
41,0.9594,0.9033,1.0295,615.72352,615.71967,615.72516,4.821E4,2.66E3,5.935E3,4.821E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,DETECTED,615.72352,615.71967,615.72516,0.9594,0.9033,1.0295,4.821E4,2.66E3,5.935E3,4.821E4,0.0933,1.125,1.4497,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
42,0.9594,0.9168,1.0136,622.89392,622.8913,622.896,4.642E4,2.398E3,7.748E3,4.642E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,622.89392,622.8913,622.896,0.9594,0.9168,1.0136,4.642E4,2.398E3,7.748E3,4.642E4,0.0361,1.1368,1.2736,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
43,0.9594,0.9168,1.045,623.06121,623.06049,623.06177,4.654E4,3.204E3,1.174E4,4.654E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,DETECTED,623.06121,623.06049,623.06177,0.9594,0.9168,1.045,4.654E4,3.204E3,1.174E4,4.654E4,0.2323,1.505,2.0101,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
44,0.9594,0.9284,1.0295,629.39833,629.39648,629.39923,4.767E4,2.282E3,7.878E3,4.767E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,629.39833,629.39648,629.39923,0.9594,0.9284,1.0295,4.767E4,2.282E3,7.878E3,4.767E4,0.0584,1.6305,2.261,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
45,0.9594,0.9033,0.9825,645.07498,645.073,645.07666,3.444E4,1.196E3,6.622E3,3.444E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,DETECTED,645.07498,645.073,645.07666,0.9594,0.9033,0.9825,3.444E4,1.196E3,6.622E3,3.444E4,0.0284,0.7058,0.2542,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
46,0.9594,0.9284,1.0605,647.20862,647.20721,647.20966,3.671E4,2.355E3,8.866E3,3.671E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,DETECTED,647.20862,647.20721,647.20966,0.9594,0.9284,1.0605,3.671E4,2.355E3,8.866E3,3.671E4,0.0353,2.1303,3.2607,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
47,0.9594,0.9284,1.0605,656.01438,656.01306,656.01556,5.164E4,2.528E3,9.132E3,5.164E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,656.01438,656.01306,656.01556,0.9594,0.9284,1.0605,5.164E4,2.528E3,9.132E3,5.164E4,0.0427,2.1303,4.5266,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
48,0.9594,0.9168,1.045,682.22966,682.22898,682.23022,3.805E4,2.078E3,5.288E3,3.805E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,DETECTED,682.22966,682.22898,682.23022,0.9594,0.9168,1.045,3.805E4,2.078E3,5.288E3,3.805E4,0.0406,1.505,1.6886,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
49,0.9594,0.9168,1.045,700.04007,700.03876,700.04065,3.918E4,2.061E3,5.426E3,3.918E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,700.04007,700.03876,700.04065,0.9594,0.9168,1.045,3.918E4,2.061E3,5.426E3,3.918E4,0.1045,1.505,0.9813,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
50,0.9594,0.8877,1.0136,717.65093,717.64923,717.65149,3.404E4,2.041E3,5.951E3,3.404E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,717.65093,717.64923,717.65149,0.9594,0.8877,1.0136,3.404E4,2.041E3,5.951E3,3.404E4,0.0635,0.8785,0.7189,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
51,0.9612,0.8853,1.0684,310.11306,310.11264,310.11328,3.652E4,3.319E3,7.657E3,3.652E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,310.11306,310.11264,310.11328,0.9612,0.8853,1.0684,3.652E4,3.319E3,7.657E3,3.652E4,0.1068,1.2061,1.4122,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
52,0.9612,0.9299,1.0374,586.37315,586.37213,586.3739,4.554E4,2.043E3,7.62E3,4.554E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,586.37315,586.37213,586.3739,0.9612,0.9299,1.0374,4.554E4,2.043E3,7.62E3,4.554E4,0.0585,1.7194,4.5588,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
53,0.9612,0.9164,0.9904,623.0614,623.06097,623.0625,6.342E4,2.384E3,5.184E3,6.342E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,623.0614,623.06097,623.0625,0.9612,0.9164,0.9904,6.342E4,2.384E3,5.184E3,6.342E4,0.0378,0.8256,0.6512,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
54,0.9612,0.9009,0.9768,630.232,630.23145,630.23254,3.156E4,1.509E3,7.995E3,3.156E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,630.232,630.23145,630.23254,0.9612,0.9009,0.9768,3.156E4,1.509E3,7.995E3,3.156E4,0.0587,0.6292,0.2584,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
55,0.9612,0.9299,1.0059,903.56195,903.5592,903.56262,3.148E4,9.797E2,5.548E3,3.148E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,903.56195,903.5592,903.56262,0.9612,0.9299,1.0059,3.148E4,9.797E2,5.548E3,3.148E4,0.026,1.2157,2.6469,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
56,0.9645,0.9174,1.0696,586.2061,586.20557,586.20667,4.531E4,2.51E3,7.245E3,4.531E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,586.2061,586.20557,586.20667,0.9645,0.9174,1.0696,4.531E4,2.51E3,7.245E3,4.531E4,0.0314,1.6167,2.8622,,,UNKNOWN,,,,,,,,,,,,,,,
57,0.9645,0.9018,1.054,615.89029,615.88928,615.89093,3.711E4,2.084E3,5.274E3,3.711E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,615.89029,615.88928,615.89093,0.9645,0.9018,1.054,3.711E4,2.084E3,5.274E3,3.711E4,0.0407,1.2143,2.3599,,,UNKNOWN,,,,,,,,,,,,,,,
58,0.9645,0.9018,1.0384,623.06131,623.06073,623.06183,4.355E4,2.351E3,5.65E3,4.355E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,623.06131,623.06073,623.06183,0.9645,0.9018,1.0384,4.355E4,2.351E3,5.65E3,4.355E4,0.0393,1.09,1.2694,,,UNKNOWN,,,,,,,,,,,,,,,
59,0.9645,0.9174,1.054,623.22864,623.22687,623.22943,3.309E4,2.099E3,6.316E3,3.309E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,623.22864,623.22687,623.22943,0.9645,0.9174,1.054,3.309E4,2.099E3,6.316E3,3.309E4,0.0568,1.4514,1.0023,,,UNKNOWN,,,,,,,,,,,,,,,
60,0.9645,0.9329,1.0229,664.61896,664.61835,664.62054,3.142E4,1.537E3,5.244E3,3.142E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,664.61896,664.61835,664.62054,0.9645,0.9329,1.0229,3.142E4,1.537E3,5.244E3,3.142E4,0.041,1.4262,1.8525,,,UNKNOWN,,,,,,,,,,,,,,,
61,0.9645,0.9174,1.0384,664.82015,664.8195,664.82147,3.033E4,1.882E3,7.65E3,3.033E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,664.82015,664.8195,664.82147,0.9645,0.9174,1.0384,3.033E4,1.882E3,7.65E3,3.033E4,0.0724,1.2858,1.5717,,,UNKNOWN,,,,,,,,,,,,,,,
62,0.9689,0.9033,1.0295,593.71062,593.71014,593.7113,5.218E4,3.078E3,5.742E3,5.218E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,593.71062,593.71014,593.7113,0.9689,0.9033,1.0295,5.218E4,3.078E3,5.742E3,5.218E4,0.0982,0.9614,1.1513,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
63,0.9689,0.9168,1.045,600.88217,600.8808,600.88402,4.136E4,2.821E3,6.659E3,4.136E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,DETECTED,600.88217,600.8808,600.88402,0.9689,0.9168,1.045,4.136E4,2.821E3,6.659E3,4.136E4,0.0631,1.2294,1.2919,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
64,0.9689,0.9168,1.0605,708.84535,708.84448,708.84615,3.707E4,2.373E3,5.011E3,3.707E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,708.84535,708.84448,708.84615,0.9689,0.9168,1.0605,3.707E4,2.373E3,5.011E3,3.707E4,0.0508,1.3784,1.4749,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
65,0.97,0.9227,1.0635,579.03542,579.03492,579.03564,3.428E4,2.314E3,6.511E3,3.428E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,579.03542,579.03492,579.03564,0.97,0.9227,1.0635,3.428E4,2.314E3,6.511E3,3.428E4,0.119,1.4891,2.7607,,
66,0.9768,0.9164,1.0529,615.72386,615.72297,615.72498,3.623E4,2.912E3,6.43E3,3.623E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,615.72386,615.72297,615.72498,0.9768,0.9164,1.0529,3.623E4,2.912E3,6.43E3,3.623E4,0.0665,1.1301,1.0394,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
67,0.9768,0.9299,1.0684,638.20336,638.20291,638.20453,4.408E4,2.521E3,7.103E3,4.408E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,638.20336,638.20291,638.20453,0.9768,0.9299,1.0684,4.408E4,2.521E3,7.103E3,4.408E4,0.0438,1.4783,2.4722,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
68,0.9768,0.9009,1.0374,645.07416,645.07159,645.07684,3.143E4,1.98E3,5.275E3,3.143E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,645.07416,645.07159,645.07684,0.9768,0.9009,1.0374,3.143E4,1.98E3,5.275E3,3.143E4,0.0913,0.899,0.4439,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
69,0.9768,0.9164,1.0684,647.20909,647.20813,647.20972,3.673E4,2.591E3,6.087E3,3.673E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,647.20909,647.20813,647.20972,0.9768,0.9164,1.0684,3.673E4,2.591E3,6.087E3,3.673E4,0.072,1.2589,1.7297,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
70,0.9768,0.9299,1.0059,682.43008,682.42792,682.4314,4.897E4,1.986E3,8.856E3,4.897E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,682.43008,682.42792,682.4314,0.9768,0.9299,1.0059,4.897E4,1.986E3,8.856E3,4.897E4,0.0405,0.8109,0.6219,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
71,0.978,0.9174,1.0229,586.37356,586.37268,586.37469,3.811E4,2.25E3,1.505E4,3.811E4,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,586.37356,586.37268,586.37469,0.978,0.9174,1.0229,3.811E4,2.25E3,1.505E4,3.811E4,0.0319,0.8699,0.7399,,,UNKNOWN,,,,,,,,,,,,,,,
72,0.978,0.9174,1.0384,600.88344,600.88116,600.88489,4.561E4,2.551E3,6.976E3,4.561E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,600.88344,600.88116,600.88489,0.978,0.9174,1.0384,4.561E4,2.551E3,6.976E3,4.561E4,0.052,0.9982,0.7967,,,UNKNOWN,,,,,,,,,,,,,,,
73,0.978,0.9174,1.054,601.04862,601.04774,601.04944,4.492E4,3.064E3,1.117E4,4.492E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,601.04862,601.04774,601.04944,0.978,0.9174,1.054,4.492E4,3.064E3,1.117E4,4.492E4,0.1511,1.1267,1.2535,,,UNKNOWN,,,,,,,,,,,,,,,
74,0.978,0.9329,1.054,602.98245,602.98181,602.98352,3.196E4,1.868E3,7.087E3,3.196E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,602.98245,602.98181,602.98352,0.978,0.9329,1.054,3.196E4,1.868E3,7.087E3,3.196E4,0.0527,1.3426,1.6852,,,UNKNOWN,,,,,,,,,,,,,,,
75,0.9825,0.9284,1.0136,578.86819,578.86743,578.86874,4.405E4,2.142E3,1.057E4,4.405E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,578.86819,578.86743,578.86874,0.9825,0.9284,1.0136,4.405E4,2.142E3,1.057E4,4.405E4,0.0527,0.7878,0.5756,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
76,0.9825,0.9168,1.0136,593.54284,593.5423,593.54358,4.541E4,2.72E3,6.059E3,4.541E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,DETECTED,593.54284,593.5423,593.54358,0.9825,0.9168,1.0136,4.541E4,2.72E3,6.059E3,4.541E4,0.0622,0.7371,0.4742,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
77,0.9825,0.9284,1.045,638.20334,638.20294,638.20435,4.508E4,2.736E3,7.501E3,4.508E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,DETECTED,638.20334,638.20294,638.20435,0.9825,0.9284,1.045,4.508E4,2.736E3,7.501E3,4.508E4,0.0758,1.0776,1.1552,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
78,0.9825,0.9284,1.0295,647.00866,647.00834,647.00928,4.943E4,2.376E3,1.344E4,4.943E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,647.00866,647.00834,647.00928,0.9825,0.9284,1.0295,4.943E4,2.376E3,1.344E4,4.943E4,0.0365,0.9346,0.8692,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
79,0.9825,0.9284,1.0605,804.25129,804.24951,804.25256,3.585E4,1.833E3,6.458E3,3.585E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,804.25129,804.24951,804.25256,0.9825,0.9284,1.0605,3.585E4,1.833E3,6.458E3,3.585E4,0.0892,1.2211,1.2917,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
80,0.9855,0.9092,1.0635,655.81414,655.81354,655.81635,4.994E4,3.045E3,5.02E3,4.994E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,655.81414,655.81354,655.81635,0.9855,0.9092,1.0635,4.994E4,3.045E3,5.02E3,4.994E4,0.1837,1.0113,1.0927,,
81,0.9904,0.9299,1.0684,682.22967,682.22827,682.23181,3.911E4,2.521E3,7.593E3,3.911E4,0,0.25,1,1,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,682.22967,682.22827,682.23181,0.9904,0.9299,1.0684,3.911E4,2.521E3,7.593E3,3.911E4,0.0659,1.1463,1.0728,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
82,1.0136,0.9825,1.0761,522.20263,522.20221,522.20376,3.779E4,2.112E3,9.185E3,3.779E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,522.20263,522.20221,522.20376,1.0136,0.9825,1.0761,3.779E4,2.112E3,9.185E3,3.779E4,0.057,1.5034,2.0067,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
83,1.0136,0.9825,1.0761,537.67651,537.6756,537.67737,3.238E4,1.509E3,1.236E4,3.238E4,0,0.25,1,0,1,0,0,0,0,,,,,,,,,,,,,DETECTED,537.67651,537.6756,537.67737,1.0136,0.9825,1.0761,3.238E4,1.509E3,1.236E4,3.238E4,0.0281,1.5034,2.0067,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
84,1.0168,0.9543,1.1107,516.29984,516.29852,516.30145,3.232E4,2.262E3,6.904E3,3.232E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,516.29984,516.29852,516.30145,1.0168,0.9543,1.1107,3.232E4,2.262E3,6.904E3,3.232E4,0.1386,1.2506,1.5012,,
85,1.0168,0.9387,1.1419,533.32447,533.32261,533.3255,1.917E5,1.096E4,1.313E4,1.917E5,0,0.25,1,3,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,533.32447,533.32261,533.3255,1.0168,0.9387,1.1419,1.917E5,1.096E4,1.313E4,1.917E5,0.0393,1.1874,10.5639,,
86,1.0205,0.97,1.1263,239.10596,239.10565,239.10626,1.911E5,1.014E4,6.362E3,1.911E5,3,0.75,3,0,0.99,0.06,0.00001,0.006,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,239.10596,239.10576,239.10625,1.0218,0.9768,1.1155,1.309E5,7.685E3,6.648E3,1.309E5,0.0497,1.9862,2.9383,1,-0.0011,DETECTED,239.10597,239.10573,239.10626,1.0229,0.978,1.1164,1.911E5,1.014E4,1.745E4,1.911E5,0.0636,1.6577,2.4023,1,-0.0011,DETECTED,239.10596,239.10565,239.10619,1.0168,0.97,1.1263,1.416E5,7.897E3,6.362E3,1.416E5,0.0444,2.2595,2.7161,1,0.03
87,1.0218,0.9904,1.1311,516.30022,516.2995,516.3009,3.116E4,2.734E3,5.263E3,3.116E4,0,0.25,1,2,1,0,0,0,0,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,DETECTED,516.30022,516.2995,516.3009,1.0218,0.9904,1.1311,3.116E4,2.734E3,5.263E3,3.116E4,0.0878,2.2351,3.4703,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,
