feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_level,fragments_ms2_spectrum_level,datafile:neg_hela_HG1.mzML:area,datafile:neg_hela_HG2.mzML:area,datafile:neg_hela_HG3.mzML:area,datafile:neg_hela_HG4.mzML:area,datafile:neg_hela_HG5.mzML:area,datafile:neg_hela_HG6.mzML:area,datafile:neg_hela_LG1.mzML:area,datafile:neg_hela_LG2.mzML:area,datafile:neg_hela_LG3.mzML:area,datafile:neg_hela_LG4.mzML:area,datafile:neg_hela_LG5.mzML:area,datafile:neg_hela_LG6.mzML:area,datafile:neg_hela_S1.mzML:area,datafile:neg_hela_S2.mzML:area,datafile:neg_hela_S3.mzML:area,datafile:neg_hela_S4.mzML:area,datafile:neg_hela_S5.mzML:area,datafile:neg_hela_S6.mzML:area
N7893,7.771,719.48669,719.48686,0.236279506,C38H73O10P,CCCCCCCCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:0_16:1,PG 16:0_16:1(7),0.906,0.532465,0,0.1438465,All,None,26500,0,0,0,0,0,70200,0,0,0,0,,0,0,,,0,0
N7937,7.788,913.58118,913.58115,0.032837805,C49H87O13P,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 20:0_20:4,"PI 20:0_20:4(8,11,14,17)",0.79425,0.92320875,0.088045397,0.242182193,All,Some,0,10659.80707,9761.06683,12534.06849,11058.60185,10851.69352,0,0,0,0,0,0,24931.22088,19400,18900,17000,15600,22195.67373
N7937,7.788,913.58118,913.58115,0.032837805,C49H87O13P,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 20:0_20:4,"PI 20:0_20:4(5,8,11,14)",0.81825,0.86409875,0.045409504,0.204562479,All,Some,0,3340.192926,2538.93317,2565.931512,2941.398153,1648.306478,0,0,0,0,0,0,3168.779124,0,0,0,0,3604.326273
N7985,7.8,861.54958,861.54985,0.313388715,C45H83O13P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_20:2,"PI 16:0_20:2(11,14)",0.9245,0.730345,0.081136935,0.230394048,All,Some,1240000,,,,,0,0,,,,,,,,,,,
N8001,7.801,911.5653,911.5655,0.219402775,C49H85O13P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_22:5,"PI 18:0_22:5(7,10,13,16,19)",0.90675,0.65608,0.032599994,0.182362995,All,Some,358605.1341,0,0,0,0,0,89600,0,0,0,0,0,0,0,0,0,0,0
N8001,7.801,911.5653,911.5655,0.219402775,C49H85O13P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_22:5,"PI 18:0_22:5(4,7,10,13,16)",0.865833333,0.853538333,0.004032645,0.175163283,All,Some,40394.86588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N8044,7.811,779.51891,779.52324,5.554677241,C44H77O9P,CCCCCCCCCCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-24:6_14:0,"PG O-24:6(4,7,10,13,16,19)_14:0",0.6138,0.544344,0.296230845,0.352799076,Some,Some,,0,0,0,0,0,,289000,361000,314000,348000,352000,612000,799000,821000,736000,749000,698000
N8131,7.831,747.51802,747.51816,0.18728642,C40H77O10P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:0_18:1,PG 16:0_18:1(9),0.98,0.917095,0,0.1897095,All,None,0,0,0,0,0,0,146223.6025,13700,8980,7900,8250,5180,0,0,0,988.1975446,0,2810
N8131,7.831,747.51802,747.51816,0.18728642,C40H77O10P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:0_18:1,PG 16:0_18:1(6),0.959,0.895735,0,0.1854735,All,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.80245536,0,0
N8131,7.831,747.51802,747.51816,0.18728642,C40H77O10P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:0_18:1,PG 16:0_18:1(11),0.866,0.940215,0,0.1806215,All,None,0,0,0,0,0,0,598776.3975,0,0,0,0,0,0,0,0,0,0,0
N8141,7.835,745.5022,745.50251,0.415826903,C40H75O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:0_18:2,"PG 16:0_18:2(9,12)",0.922,0.912963333,0.074928857,0.243439419,All,Some,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
N8141,7.835,745.5022,745.50251,0.415826903,C40H75O10P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:0_18:2,"PG 16:0_18:2(6,9)",0.966666667,0.907603333,0,0.187427,All,None,0,0,0,0,0,0,64700,,,,,,0,0,0,0,0,0
N8169,7.846,722.50554,722.51301,10.33891417,C41H74NO7P,CCCCCCCCCCCCCCCC(=O)OC(COCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-20:5_16:0,"PE O-20:5(5,8,11,14,17)_16:0",0.7495,0.926195,0.077917924,0.229903839,All,Some,,0,0,0,0,0,0,0,,,,,0,,,,,0
N8183,7.851,835.53485,835.5342,0.777945415,C43H81O13P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_18:1,PI 16:0_18:1(6),0.571,0.54637,0.269760218,0.327545174,All,Some,0,,0,,0,,,0,0,0,0,0,,0,0,0,0,0
N8183,7.851,835.53485,835.5342,0.777945415,C43H81O13P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_18:1,PI 16:0_18:1(9),0.655,0.762205,0.222925992,0.320061294,All,Some,0,,0,,0,,,0,0,0,0,0,,0,0,0,0,0
N8245,7.866,750.5374,750.54431,9.206651637,C43H78NO7P,CCCCCCCCC=CCCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:4_16:1,"PE O-22:4(7,10,13,16)_16:1(7)",0.725428571,0.817958571,0.173092973,0.292813093,Some,Some,,11971.81681,18725.20751,24955.40439,21883.78223,0,,,0,10344.72362,,10878.88707,0,0,0,0,0,0
N8245,7.866,750.5374,750.54431,9.206651637,C43H78NO7P,CCCCCCC=CCCCCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:4_16:1,"PE O-22:4(7,10,13,16)_16:1(9)",0.621111111,0.842083333,0.134627868,0.254021739,All,Some,,11971.81681,12144.77938,14857.84192,12768.98084,69600,,,0,10344.72362,,7468.950199,0,0,0,0,0,0
N8245,7.866,750.5374,750.54431,9.206651637,C43H78NO7P,CCCCCCCCCC=CCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:4_16:1,"PE O-22:4(7,10,13,16)_16:1(6)",0.631777778,0.824517778,0.134627868,0.25333185,All,Some,,14056.36638,9730.013106,12786.75369,11147.23693,0,,,36500,23110.55276,,20752.16273,0,0,0,0,0,0
N8244,7.866,805.49069,805.48725,4.270706954,C41H75O13P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 14:1_18:1,PI 14:1(9)_18:1(11),0.791,0.53366,0.531006484,0.557271188,All,All,0,0,0,,0,0,2655.528455,0,0,0,0,0,0,0,0,0,0,0
N8244,7.866,805.49069,805.48725,4.270706954,C41H75O13P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 14:1_18:1,PI 14:1(9)_18:1(9),0.7565,0.8437425,0.396487733,0.477214437,All,Some,0,0,0,,0,0,3670,0,0,0,0,0,0,0,0,0,0,0
N8244,7.866,805.49069,805.48725,4.270706954,C41H75O13P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 14:1_18:1,PI 14:1(5)_18:1(11),0.7965,0.5148425,0.40306696,0.453587818,All,Some,0,0,0,,0,0,1014.471545,0,0,0,0,0,0,0,0,0,0,0
N8311,7.892,889.58118,889.58115,0.033723736,C47H87O13P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_20:2,"PI 18:0_20:2(11,14)",0.738,0.8797525,0.098364601,0.240466931,All,Some,,132000,0,142000,78500,,,152000,195000,206000,217000,196000,0,0,0,0,143000,0
N8329,7.898,748.52107,748.51341,10.23361759,C38H74NO8P,CCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 14:0_16:1,PC 14:0_16:1(6),0.963,0.909545,0,0.1872545,All,None,0,0,0,0,0,0,0,6060,0,0,0,0,0,0,0,0,0,0
N8329,7.898,748.52107,748.51341,10.23361759,C38H74NO8P,CCCCCCCCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 14:0_16:1,PC 14:0_16:1(7),0.936,0.91715,0,0.185315,All,None,0,0,0,0,0,0,342000,0,0,0,0,0,0,0,0,0,0,0
N8329,7.898,748.52107,748.51341,10.23361759,C38H74NO8P,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 14:0_16:1,PC 14:0_16:1(9),0.888,0.93936,0,0.182736,All,None,545000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N8383,7.911,891.58723,891.5968,10.73355131,C47H89O13P,CCCCCCCCC=CCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 12:0_26:1,PI 12:0_26:1(17),0.956,0.88724,0,0.184324,All,None,0,,,0,0,0,0,24300,27600,35700,34800,33100,36500,0,24100,27900,27400,
N8425,7.922,786.52895,786.52906,0.139854972,C42H78NO10P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,PS 18:1_18:1,PS 18:1(11)_18:1(11),0.722,0.885455,0.467534971,0.534773477,All,Some,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N8425,7.922,786.52895,786.52906,0.139854972,C42H78NO10P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,PS 18:1_18:1,PS 18:1(11)_18:1(6),0.507,0.7036625,0.436170192,0.470002404,All,Some,,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N8425,7.922,786.52895,786.52906,0.139854972,C42H78NO10P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O,[M-H]-,PS 18:1_18:1,PS 18:1(6)_18:1(6),0.292,0.52187,0.404805414,0.405231331,All,Some,,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N8450,7.926,887.56376,887.5655,1.960418696,C47H85O13P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_20:2,"PI 18:1(9)_20:2(11,14)",0.729333333,0.84729,0.087379725,0.227566114,Some,Some,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
N8450,7.926,887.56376,887.5655,1.960418696,C47H85O13P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_20:2,"PI 18:1(6)_20:2(11,14)",0.597333333,0.809551667,0.077838271,0.202959117,All,All,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
N8450,7.926,887.56376,887.5655,1.960418696,C47H85O13P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_20:2,"PI 18:1(11)_20:2(11,14)",0.6552,0.861208,0.06111127,0.200529816,All,Some,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
N8551,7.959,776.55195,776.55996,10.31472187,C45H80NO7P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:4_18:2,"PE O-22:4(7,10,13,16)_18:2(6,9)",0.814,0.910725,0.202837532,0.334742526,Some,Some,0,26757.24572,26039.39648,61019.53588,47039.75445,57989.18919,0,34435.23617,19753.36739,23390.36313,24294.57433,26499.57833,33705.72656,42288.06101,44250.57208,35917.64706,34894.3609,35300.93253
N8551,7.959,776.55195,776.55996,10.31472187,C45H80NO7P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:4_18:2,"PE O-22:4(7,10,13,16)_18:2(9,12)",0.70825,0.91067625,0.202837532,0.324162651,All,Some,0,32342.75428,30960.60352,21380.46412,17660.24555,21210.81081,0,46664.76383,40146.63261,37509.63687,35505.42567,36000.42167,64494.27344,63711.93899,60749.42792,56382.35294,66105.6391,51899.06747
N8559,7.96,775.54774,775.54946,2.217782474,C42H81O10P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_18:1,PG 18:0_18:1(11),0.826,0.529515,0.411675145,0.464891616,All,All,0,21518.31299,134000,6488.359145,91949.71537,35819.23523,0,111000,75000,,76100,85400,155000,162000,155000,121493.6458,129640.3177,139000
N8559,7.96,775.54774,775.54946,2.217782474,C42H81O10P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_18:1,PG 18:0_18:1(9),0.974,0.915185,0,0.1889185,All,None,0,109481.687,0,31694.30639,19029.88615,122808.8065,0,0,0,,0,0,0,0,0,0,0,0
N8559,7.96,775.54774,775.54946,2.217782474,C42H81O10P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:0_18:1,PG 18:0_18:1(6),0.787,0.504755,0,0.1291755,All,None,0,0,0,145817.3345,31020.39848,33371.95829,0,0,0,,0,0,0,0,0,15506.35425,31359.6823,0
N8608,7.971,863.56564,863.5655,0.162118565,C45H85O13P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_18:1,PI 18:0_18:1(11),0.796,0.84082,0.4368774,0.51318392,All,All,,24860.77739,0,,0,0,0,5260.230292,0,0,0,0,0,0,0,0,0,0
N8608,7.971,863.56564,863.5655,0.162118565,C45H85O13P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_18:1,PI 18:0_18:1(9),0.826,0.47629,0.438638234,0.481139587,All,All,,0,13232.43243,,0,5495.254487,0,0,0,0,0,0,0,19593.17789,16514.76793,16662.67281,0,0
N8608,7.971,863.56564,863.5655,0.162118565,C45H85O13P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_18:1,PI 18:0_18:1(6),0.821,0.82367,0,0.164467,All,None,,18039.22261,13967.56757,,0,18104.74551,0,9439.769708,0,0,0,0,42700,20706.82211,21485.23207,19137.32719,40200,48500
N8610,7.972,747.51788,747.51816,0.37457284,C40H77O10P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:0_18:1,PG 16:0_18:1(11),0.986,0.939325,0,0.1925325,All,None,358647.0659,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
N8610,7.972,747.51788,747.51816,0.37457284,C40H77O10P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:0_18:1,PG 16:0_18:1(9),0.923,0.917055,0,0.1840055,All,None,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
N8610,7.972,747.51788,747.51816,0.37457284,C40H77O10P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:0_18:1,PG 16:0_18:1(6),0.931,0.873615,0,0.1804615,All,None,881352.9341,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
N8752,7.999,915.59679,915.5968,0.010921838,C49H89O13P,CCCCCC=CCC=CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_22:2,"PI 18:1(9)_22:2(13,16)",0.892666667,0.897726667,0.050211177,0.219208275,Some,Some,0,24375.57604,26852.32068,12664.47368,0,0,0,11422.74025,48200,,54800,32438.42538,,38400,24009.03529,47100,,14233.33333
N8752,7.999,915.59679,915.5968,0.010921838,C49H89O13P,CCCCCC=CCC=CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_22:2,"PI 18:1(6)_22:2(13,16)",0.910666667,0.89709,0.002184115,0.182522959,All,Some,0,0,2104.64135,995.0657895,0,0,0,11422.74025,0,,0,22661.57462,,0,19190.96471,0,,14233.33333
N8752,7.999,915.59679,915.5968,0.010921838,C49H89O13P,CCCCCC=CCC=CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_22:2,"PI 18:1(11)_22:2(13,16)",0.847333333,0.890176667,0.002184115,0.175498292,All,Some,0,4024.423963,5443.037975,2840.460526,0,0,0,4254.519505,0,,0,0,,0,0,0,,14233.33333
N8778,8.005,773.5333,773.53381,0.659311841,C42H79O10P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_18:1,PG 18:1(9)_18:1(9),0.973,0.916975,0,0.1889975,All,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N8778,8.005,773.5333,773.53381,0.659311841,C42H79O10P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_18:1,PG 18:1(11)_18:1(9),0.9465,0.932595,0,0.1879095,All,None,95000,0,0,0,0,0,81000,0,0,0,0,0,0,0,0,0,0,0
N8778,8.005,773.5333,773.53381,0.659311841,C42H79O10P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_18:1,PG 18:1(11)_18:1(11),0.92,0.948215,0,0.1868215,All,None,95000,0,0,0,0,0,81000,0,0,0,0,0,0,0,0,0,0,0
N8791,8.005,861.54927,861.54985,0.673205387,C45H83O13P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_18:2,"PI 18:0_18:2(9,12)",0.856,0.6681475,0.112090734,0.242087337,All,All,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N8791,8.005,861.54927,861.54985,0.673205387,C45H83O13P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_18:2,"PI 18:0_18:2(6,9)",0.6385,0.798815,0.063598617,0.194610394,All,Some,0,0,0,,0,0,193000,0,0,0,0,0,0,0,0,0,0,0
N8935,8.05,863.56544,863.5655,0.069479385,C45H85O13P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_18:1,PI 18:0_18:1(11),0.81,0.854015,0.699561958,0.726051067,All,All,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N8935,8.05,863.56544,863.5655,0.069479385,C45H85O13P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_18:1,PI 18:0_18:1(9),0.926,0.47629,0.699797129,0.700066703,All,All,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N8935,8.05,863.56544,863.5655,0.069479385,C45H85O13P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_18:1,PI 18:0_18:1(6),0.655,0.845815,0,0.1500815,All,None,0,0,4530,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N8943,8.052,734.47579,734.47663,1.143671515,C41H70NO8P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 14:0_22:6,"PE 14:0_22:6(4,7,10,13,16,19)",0.598181818,0.841413636,0.141842702,0.257433707,Some,Some,0,0,0,0,0,0,12600,0,0,0,0,0,0,0,0,0,0,0
N8996,8.062,867.51401,867.51816,4.78376153,C50H77O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 22:5_22:6,"PG 22:5(7,10,13,16,19)_22:6(4,7,10,13,16,19)",0.8136,0.733442,0.887021462,0.864321369,Some,Some,0,20818.36641,0,44817.66063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N8996,8.062,867.51401,867.51816,4.78376153,C50H77O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 22:5_22:6,"PG 22:5(4,7,10,13,16)_22:6(4,7,10,13,16,19)",0.780782609,0.79059913,0.86685409,0.850621446,Some,Some,0,21781.63359,0,8482.339374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N9086,8.083,774.53658,774.54431,9.980061696,C45H78NO7P,CCCCCCCCC=CCCCCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:6_18:1,"PE O-22:6(4,7,10,13,16,19)_18:1(9)",0.705636364,0.827913636,0.26401499,0.364566992,Some,Some,28300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N9086,8.083,774.53658,774.54431,9.980061696,C45H78NO7P,CCCCCCC=CCCCCCCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:6_18:1,"PE O-22:6(4,7,10,13,16,19)_18:1(11)",0.598153846,0.897216923,0.254067301,0.352790918,All,Some,28300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N9086,8.083,774.53658,774.54431,9.980061696,C45H78NO7P,CCCCCCCCCCCC=CCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:6_18:1,"PE O-22:6(4,7,10,13,16,19)_18:1(6)",0.602727273,0.896898182,0.229196187,0.333319495,Some,Some,28300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N9262,8.131,861.54975,861.54985,0.116069894,C45H83O13P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_20:2,"PI 16:0_20:2(11,14)",0.7645,0.8211575,0.090750262,0.23116596,All,All,390000,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N9300,8.141,889.58096,889.58115,0.213583662,C47H87O13P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_20:2,"PI 18:0_20:2(11,14)",0.826,0.8452625,0.142630685,0.281230798,All,All,,0,0,186000,0,,0,,179000,,224000,219000,296000,0,254000,,244000,265000
N9299,8.141,891.58733,891.5968,10.62139299,C47H89O13P,CCCCCCCCC=CCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 12:0_26:1,PI 12:0_26:1(17),0.96,0.85811,0.006383559,0.186917847,All,Some,,0,,,0,,,30700,,,,,,,35800,,40400,
